下料批次号,零件名,面料号,零件外轮廓线坐标
L0002,s000011,2,"[[200.0,691.0],[200.0,781.0],[5.0,781.0],[5.0,691.0],[200.0,691.0]]"
L0002,s000012,2,"[[15460.0,356.0],[15455.7,407.6999999999998],[15405.8,407.6999999999998],[15403.0,407.8000000000002],[15394.5,407.8000000000002],[15390.9,407.6999999999998],[15381.7,407.6999999999998],[15380.1,407.5999999999999],[15376.5,407.3000000000002],[15374.4,406.9000000000001],[15372.5,406.5],[15371.1,406.1999999999998],[15369.8,405.9000000000001],[15368.8,405.5999999999999],[15367.7,405.4000000000001],[15366.4,405.0],[15364.9,404.5999999999999],[15363.5,404.0999999999999],[15361.9,403.4000000000001],[15360.2,402.5999999999999],[15358.2,401.5999999999999],[15357.2,401.0],[15355.5,399.9000000000001],[15354.1,398.9000000000001],[15353.0,397.9000000000001],[15352.0,397.0999999999999],[15351.1,396.3000000000002],[15350.4,395.5999999999999],[15349.3,394.5],[15348.1,393.3000000000002],[15347.3,392.5999999999999],[15346.5,391.6999999999998],[15345.5,390.6999999999998],[15344.5,389.5],[15342.4,386.6999999999998],[15341.3,384.8000000000002],[15340.3,382.8000000000002],[15339.4,380.9000000000001],[15338.7,379.0999999999999],[15338.2,377.3000000000002],[15337.7,375.8000000000002],[15337.1,373.0],[15336.7,371.4000000000001],[15336.4,369.9000000000001],[15336.1,367.5],[15335.8,365.0],[15335.8,363.3000000000002],[15335.7,361.8000000000002],[15335.7,351.1999999999998],[15335.8,347.5],[15335.9,344.5],[15336.2,338.8000000000002],[15336.6,333.1999999999998],[15337.0,328.0999999999999],[15338.1,313.5999999999999],[15339.0,301.8000000000002],[15339.9,290.0],[15340.8,278.0],[15342.0,265.0999999999999],[15343.1,252.5],[15343.9,242.69999999999982],[15344.5,235.5],[15345.1,228.19999999999982],[15345.5,224.30000000000018],[15346.5,214.69999999999982],[15346.9,211.80000000000018],[15347.3,209.0],[15347.7,206.19999999999982],[15348.1,203.69999999999982],[15348.5,201.5],[15348.9,199.19999999999982],[15349.2,197.9000000000001],[15349.5,196.69999999999982],[15349.8,195.80000000000018],[15350.0,194.9000000000001],[15350.2,194.0999999999999],[15350.4,193.0999999999999],[15350.7,191.9000000000001],[15351.1,190.4000000000001],[15351.6,188.69999999999982],[15352.3,186.80000000000018],[15354.1,182.80000000000018],[15356.1,179.30000000000018],[15357.5,177.0999999999999],[15358.8,175.30000000000018],[15360.0,173.69999999999982],[15361.0,172.4000000000001],[15364.1,168.4000000000001],[15368.6,165.9000000000001],[15369.8,165.19999999999982],[15372.1,164.0999999999999],[15374.9,162.69999999999982],[15377.6,161.5999999999999],[15380.7,160.5],[15385.4,159.4000000000001],[15389.1,158.9000000000001],[15392.6,158.69999999999982],[15395.8,158.80000000000018],[15399.8,159.0999999999999],[15402.4,159.4000000000001],[15403.6,159.5999999999999],[15404.7,159.80000000000018],[15407.9,160.4000000000001],[15413.9,161.5999999999999],[15419.2,162.69999999999982],[15427.9,164.5999999999999],[15436.1,166.4000000000001],[15440.9,167.4000000000001],[15445.4,168.4000000000001],[15449.7,169.19999999999982],[15453.5,170.0],[15475.1,174.5999999999999],[15460.0,356.0]]"
L0002,s000013,2,"[[1451.0,5.0],[1651.0,5.0],[1651.0,45.0],[1451.0,45.0],[1451.0,5.0]]"
L0002,s000014,2,"[[13450.0,5.0],[14147.5,5.0],[14147.5,70.0],[13450.0,70.0],[13450.0,5.0]]"
L0002,s000015,2,"[[2914.0,515.0],[2914.3999999999996,518.6999999999998],[2914.8999999999996,522.5999999999999],[2915.3999999999996,526.6999999999998],[2915.8999999999996,530.9000000000001],[2917.0,539.4000000000001],[2918.2000000000007,548.0],[2919.2999999999993,556.0],[2920.6000000000004,563.8000000000002],[2922.0,571.6999999999998],[2923.5,579.8000000000002],[2924.6000000000004,585.6999999999998],[2925.7000000000007,591.5999999999999],[2926.7000000000007,597.1999999999998],[2927.2000000000007,599.8000000000002],[2927.7000000000007,602.1999999999998],[2927.8999999999996,603.4000000000001],[2928.1000000000004,604.6999999999998],[2928.3999999999996,606.0999999999999],[2928.7000000000007,607.9000000000001],[2928.7000000000007,609.0],[2928.7999999999993,609.9000000000001],[2928.7999999999993,611.4000000000001],[2928.8999999999996,612.5999999999999],[2928.8999999999996,613.5999999999999],[2929.2000000000007,616.8000000000002],[2929.5,620.4000000000001],[2929.8999999999996,624.1999999999998],[2930.3999999999996,628.4000000000001],[2931.0,632.6999999999998],[2931.7000000000007,637.1999999999998],[2933.2999999999993,646.5],[2935.5,657.4000000000001],[2936.7000000000007,662.6999999999998],[2937.7999999999993,667.8000000000002],[2938.8999999999996,672.5999999999999],[2939.8999999999996,677.0999999999999],[2940.7999999999993,681.0999999999999],[2941.5,684.5999999999999],[2941.6000000000004,685.5999999999999],[2941.7999999999993,686.6999999999998],[2942.1000000000004,688.1999999999998],[2942.2999999999993,689.1999999999998],[2942.3999999999996,690.3000000000002],[2942.5,691.9000000000001],[2942.5,693.0],[2942.6000000000004,694.0],[2942.6000000000004,695.0999999999999],[2942.7000000000007,696.0],[2942.7999999999993,697.6999999999998],[2943.0,699.6999999999998],[2943.2999999999993,702.0999999999999],[2943.6000000000004,704.8000000000002],[2944.0,707.8000000000002],[2944.3999999999996,711.0999999999999],[2944.8999999999996,714.6999999999998],[2945.5,718.5],[2946.1000000000004,722.5999999999999],[2946.7000000000007,726.9000000000001],[2947.3999999999996,731.3000000000002],[2948.1000000000004,735.9000000000001],[2949.6000000000004,745.5999999999999],[2951.2000000000007,755.6999999999998],[2952.8999999999996,766.0],[2954.6000000000004,776.4000000000001],[2956.3999999999996,786.8000000000002],[2958.1000000000004,796.9000000000001],[2959.8999999999996,806.5999999999999],[2960.7000000000007,811.1999999999998],[2961.5,815.6999999999998],[2962.2999999999993,819.9000000000001],[2963.1000000000004,824.0],[2963.8999999999996,827.9000000000001],[2964.6000000000004,831.5],[2965.2000000000007,834.4000000000001],[2965.8999999999996,837.3000000000002],[2966.5,840.3000000000002],[2967.2000000000007,843.5],[2968.1000000000004,847.0],[2968.5,848.9000000000001],[2969.0,851.0],[2969.5,853.1999999999998],[2970.1000000000004,855.5999999999999],[2970.7000000000007,858.1999999999998],[2971.3999999999996,861.0],[2966.6000000000004,861.4000000000001],[2962.2000000000007,861.8000000000002],[2958.1000000000004,862.1999999999998],[2954.2000000000007,862.5],[2950.5,862.8000000000002],[2947.0,863.0999999999999],[2943.7000000000007,863.4000000000001],[2940.5,863.6999999999998],[2934.6000000000004,864.3000000000002],[2929.0,864.8000000000002],[2923.6000000000004,865.1999999999998],[2918.2000000000007,865.6999999999998],[2909.5,866.5],[2900.3999999999996,867.3000000000002],[2891.0,868.1999999999998],[2881.2999999999993,869.0999999999999],[2871.2000000000007,870.0],[2860.8999999999996,870.9000000000001],[2850.5,871.8000000000002],[2839.7999999999993,872.6999999999998],[2818.2000000000007,874.5999999999999],[2796.2999999999993,876.5],[2774.6000000000004,878.3000000000002],[2763.8999999999996,879.0999999999999],[2753.2999999999993,880.0],[2744.1000000000004,880.6999999999998],[2735.1000000000004,881.5],[2726.1000000000004,882.4000000000001],[2717.2000000000007,883.5999999999999],[2715.7999999999993,883.9000000000001],[2714.1000000000004,884.3000000000002],[2712.0,884.6999999999998],[2709.6000000000004,885.1999999999998],[2707.1000000000004,885.8000000000002],[2704.3999999999996,886.4000000000001],[2699.1000000000004,887.6999999999998],[2694.2999999999993,889.0],[2689.7999999999993,890.3000000000002],[2685.6000000000004,891.6999999999998],[2681.3999999999996,893.1999999999998],[2677.5,894.9000000000001],[2673.6000000000004,896.6999999999998],[2669.6000000000004,898.6999999999998],[2665.7999999999993,900.9000000000001],[2661.7999999999993,903.5999999999999],[2657.8999999999996,906.4000000000001],[2653.2999999999993,910.1999999999998],[2648.8999999999996,914.1999999999998],[2644.6000000000004,919.0],[2642.6000000000004,921.5999999999999],[2640.7999999999993,924.3000000000002],[2639.0,927.3000000000002],[2637.3999999999996,930.4000000000001],[2636.0,933.6999999999998],[2634.8999999999996,936.9000000000001],[2634.0,939.9000000000001],[2633.3999999999996,942.9000000000001],[2632.3999999999996,948.9000000000001],[2631.7999999999993,955.0999999999999],[2631.3999999999996,961.3000000000002],[2630.7000000000007,975.9000000000001],[2630.5,983.0999999999999],[2630.5,990.0999999999999],[2630.6000000000004,996.0],[2630.7999999999993,1001.9000000000001],[2631.0,1008.0],[2631.1000000000004,1011.3000000000002],[2631.1000000000004,1027.5],[2631.0,1031.6999999999998],[2630.8999999999996,1035.5],[2630.7999999999993,1039.0],[2630.7999999999993,1040.5],[2630.7000000000007,1041.8000000000002],[2630.7000000000007,1044.0],[2622.2000000000007,1052.8000000000002],[2615.3999999999996,1048.5],[2608.7000000000007,1044.3000000000002],[2595.5,1036.0],[2579.7999999999993,1026.3000000000002],[2563.7999999999993,1016.5999999999999],[2547.2999999999993,1006.6999999999998],[2530.7000000000007,997.1999999999998],[2517.2999999999993,989.9000000000001],[2503.7999999999993,983.0999999999999],[2491.0,977.0],[2478.1000000000004,971.3000000000002],[2467.3999999999996,967.0999999999999],[2456.6000000000004,963.0999999999999],[2445.1000000000004,959.0999999999999],[2433.5,955.4000000000001],[2421.5,951.8000000000002],[2409.5,948.3000000000002],[2394.3999999999996,944.1999999999998],[2379.1000000000004,940.5],[2364.3999999999996,937.4000000000001],[2349.6000000000004,934.4000000000001],[2335.2000000000007,931.5999999999999],[2320.7000000000007,928.9000000000001],[2306.0,926.5999999999999],[2291.3999999999996,924.8000000000002],[2275.8999999999996,923.4000000000001],[2260.3999999999996,922.4000000000001],[2244.8999999999996,921.5999999999999],[2229.2999999999993,921.0],[2177.3999999999996,918.9000000000001],[2143.7000000000007,917.5],[2110.0,916.1999999999998],[2081.2999999999993,915.3000000000002],[2052.6000000000004,914.5999999999999],[1989.5,912.9000000000001],[1959.7999999999993,912.3000000000002],[1929.8999999999996,911.8000000000002],[1898.1000000000004,911.1999999999998],[1882.2999999999993,911.0],[1866.7000000000007,910.8000000000002],[1854.1000000000004,910.5999999999999],[1841.3999999999996,910.4000000000001],[1828.5,910.3000000000002],[1821.8999999999996,910.1999999999998],[1815.1000000000004,910.0999999999999],[1815.1000000000004,797.5999999999999],[1815.0,778.6999999999998],[1815.0,636.3000000000002],[1828.0,636.0999999999999],[1840.7000000000007,636.0],[1853.1000000000004,635.8000000000002],[1865.6000000000004,635.6999999999998],[1889.1000000000004,635.5],[1912.7999999999993,635.0999999999999],[1931.6000000000004,634.5999999999999],[1950.2999999999993,634.0],[1967.0,633.5999999999999],[1983.7999999999993,633.1999999999998],[2024.0,632.0],[2081.1000000000004,630.0999999999999],[2118.7999999999993,628.8000000000002],[2149.0,627.5],[2179.2000000000007,626.0999999999999],[2206.2999999999993,625.0],[2233.3999999999996,623.9000000000001],[2262.8999999999996,622.4000000000001],[2277.6000000000004,621.4000000000001],[2292.2999999999993,620.3000000000002],[2306.6000000000004,619.0],[2320.8999999999996,617.5],[2335.6000000000004,615.9000000000001],[2350.2000000000007,613.9000000000001],[2368.2000000000007,611.3000000000002],[2386.1000000000004,608.5],[2428.3999999999996,601.5],[2448.5,598.0999999999999],[2468.5,594.3000000000002],[2488.1000000000004,590.0999999999999],[2507.6000000000004,585.6999999999998],[2526.7999999999993,581.0999999999999],[2546.0,576.3000000000002],[2561.2999999999993,572.4000000000001],[2576.3999999999996,568.1999999999998],[2592.3999999999996,563.5],[2608.2999999999993,558.6999999999998],[2624.7999999999993,553.9000000000001],[2641.2999999999993,549.1999999999998],[2662.0,543.6999999999998],[2676.3999999999996,540.0999999999999],[2690.8999999999996,536.6999999999998],[2706.2000000000007,533.4000000000001],[2721.6000000000004,530.4000000000001],[2742.7999999999993,526.0999999999999],[2764.0,522.0],[2777.7999999999993,519.5],[2791.7000000000007,517.0999999999999],[2805.6000000000004,514.9000000000001],[2819.6000000000004,512.9000000000001],[2832.3999999999996,511.3000000000002],[2845.1000000000004,509.8000000000002],[2857.7999999999993,508.3000000000002],[2870.3999999999996,506.9000000000001],[2880.6000000000004,505.6999999999998],[2891.0,504.5],[2901.5,503.3000000000002],[2912.3999999999996,502.0],[2912.6000000000004,504.0999999999999],[2912.8999999999996,506.0],[2913.1000000000004,507.6999999999998],[2913.2999999999993,509.3000000000002],[2913.6000000000004,512.1999999999998],[2914.0,515.0]]"
L0002,s000016,2,"[[13371.0,240.0],[13371.5,234.29999999999995],[13372.5,227.29999999999995],[13374.0,220.60000000000002],[13375.4,215.39999999999998],[13376.2,212.79999999999995],[13377.0,210.10000000000002],[13388.0,213.20000000000005],[13399.1,216.29999999999995],[13421.6,222.70000000000005],[13422.8,223.10000000000002],[13444.4,229.20000000000005],[13467.2,235.70000000000005],[13486.9,241.20000000000005],[13506.5,246.70000000000005],[13545.5,257.6],[13571.5,264.70000000000005],[13597.6,271.5],[13612.1,275.0999999999999],[13626.7,278.5],[13645.5,282.5999999999999],[13662.9,286.5],[13678.2,289.70000000000005],[13693.6,292.70000000000005],[13712.3,296.20000000000005],[13731.0,299.4000000000001],[13750.4,302.29999999999995],[13769.7,304.5999999999999],[13790.9,306.79999999999995],[13812.1,308.70000000000005],[13837.4,310.79999999999995],[13862.6,312.79999999999995],[13887.8,314.79999999999995],[13900.5,315.5999999999999],[13913.1,316.29999999999995],[13923.8,316.5999999999999],[13934.6,316.79999999999995],[13956.1,317.0],[13990.3,317.20000000000005],[14007.4,317.0999999999999],[14024.5,316.9000000000001],[14038.4,316.5999999999999],[14058.0,315.9000000000001],[14077.7,315.20000000000005],[14090.4,314.79999999999995],[14103.2,314.5],[14106.0,314.4000000000001],[14115.3,314.0],[14127.4,313.29999999999995],[14139.4,312.5999999999999],[14151.1,311.9000000000001],[14168.1,310.9000000000001],[14176.9,310.4000000000001],[14181.4,310.20000000000005],[14186.2,309.9000000000001],[14158.7,402.4000000000001],[14154.9,442.9000000000001],[14128.3,442.9000000000001],[14121.1,443.0],[14083.5,443.0],[14052.5,442.9000000000001],[14037.2,442.9000000000001],[14022.6,442.79999999999995],[14008.4,442.5999999999999],[13980.1,442.29999999999995],[13947.4,441.70000000000005],[13931.0,441.20000000000005],[13914.6,440.5],[13895.3,439.4000000000001],[13876.0,437.79999999999995],[13863.5,436.5999999999999],[13851.1,435.0999999999999],[13836.6,433.20000000000005],[13822.0,430.9000000000001],[13808.4,428.4000000000001],[13794.9,425.70000000000005],[13788.3,424.29999999999995],[13782.0,423.0],[13775.8,421.70000000000005],[13770.1,420.4000000000001],[13770.7,416.0999999999999],[13765.2,415.0999999999999],[13759.8,414.20000000000005],[13749.4,412.4000000000001],[13739.4,410.5999999999999],[13729.4,408.9000000000001],[13715.7,406.5],[13701.9,404.0999999999999],[13688.0,401.4000000000001],[13674.2,398.5],[13656.4,394.5],[13643.6,391.79999999999995],[13630.7,389.20000000000005],[13614.9,385.79999999999995],[13599.2,382.20000000000005],[13583.6,378.20000000000005],[13568.1,373.9000000000001],[13552.7,369.29999999999995],[13537.4,364.20000000000005],[13524.3,359.4000000000001],[13511.1,354.5999999999999],[13498.0,349.79999999999995],[13485.0,344.79999999999995],[13476.4,341.29999999999995],[13468.0,337.5999999999999],[13459.6,333.70000000000005],[13451.3,329.70000000000005],[13434.7,321.4000000000001],[13418.3,312.9000000000001],[13413.0,310.20000000000005],[13407.8,307.29999999999995],[13403.2,304.5],[13398.7,301.5999999999999],[13394.6,298.5],[13390.7,295.20000000000005],[13387.9,292.5999999999999],[13385.3,289.9000000000001],[13382.8,287.0],[13380.6,283.9000000000001],[13378.8,280.9000000000001],[13377.2,277.79999999999995],[13375.8,274.5999999999999],[13374.6,271.20000000000005],[13373.6,267.79999999999995],[13372.8,264.4000000000001],[13372.1,260.9],[13371.6,257.4],[13371.0,251.60000000000002],[13370.8,245.79999999999995],[13371.0,240.0]]"
L0002,s000017,2,"[[15931.0,475.0],[15940.6,559.4000000000001],[15940.6,609.4000000000001],[15935.1,609.6999999999998],[15929.4,610.0999999999999],[15923.5,610.4000000000001],[15917.5,610.8000000000002],[15905.4,611.5],[15893.3,612.0],[15884.5,612.4000000000001],[15875.8,612.6999999999998],[15858.5,613.1999999999998],[15841.5,613.5999999999999],[15832.9,613.6999999999998],[15774.4,613.6999999999998],[15759.0,613.3000000000002],[15743.7,612.8000000000002],[15732.2,612.3000000000002],[15720.4,611.9000000000001],[15712.4,611.5],[15704.3,611.0],[15696.5,610.4000000000001],[15692.8,610.0999999999999],[15689.2,609.6999999999998],[15686.2,609.3000000000002],[15683.0,608.9000000000001],[15681.3,608.5999999999999],[15679.5,608.4000000000001],[15677.6,608.0999999999999],[15675.4,607.8000000000002],[15674.2,606.0999999999999],[15672.9,604.3000000000002],[15670.1,600.5],[15667.1,596.8000000000002],[15665.4,595.0],[15663.8,593.1999999999998],[15661.8,591.4000000000001],[15659.8,589.6999999999998],[15657.8,588.0999999999999],[15655.7,586.5999999999999],[15651.0,583.3000000000002],[15646.1,580.1999999999998],[15642.0,577.5999999999999],[15638.0,575.1999999999998],[15633.9,572.8000000000002],[15629.9,570.5999999999999],[15627.8,569.5],[15626.7,569.0],[15625.5,568.4000000000001],[15625.5,518.4000000000001],[15636.9,506.5],[15881.0,475.0],[15931.0,475.0]]"
L0002,s000018,2,"[[8596.0,863.0],[8576.0,863.0],[8571.1,849.8000000000002],[8566.1,836.5999999999999],[8566.1,816.5999999999999],[8566.9,815.6999999999998],[8567.7,814.6999999999998],[8568.5,813.5999999999999],[8569.4,812.4000000000001],[8571.3,810.0999999999999],[8573.2,807.6999999999998],[8574.9,805.5999999999999],[8576.5,803.5999999999999],[8579.8,799.6999999999998],[8581.9,797.1999999999998],[8584.0,794.8000000000002],[8587.1,791.8000000000002],[8589.0,790.0999999999999],[8591.0,788.5],[8593.9,786.5999999999999],[8595.5,785.4000000000001],[8597.2,784.3000000000002],[8599.1,783.3000000000002],[8600.9,782.3000000000002],[8603.1,781.0999999999999],[8605.3,780.0999999999999],[8607.0,779.4000000000001],[8608.6,778.8000000000002],[8612.0,777.8000000000002],[8616.1,776.8000000000002],[8620.3,775.9000000000001],[8625.0,775.0999999999999],[8629.7,774.4000000000001],[8634.5,773.6999999999998],[8639.4,773.0999999999999],[8643.7,772.6999999999998],[8652.5,772.3000000000002],[8656.9,772.1999999999998],[8677.9,771.8000000000002],[8684.2,771.5],[8690.6,771.3000000000002],[8703.3,770.5999999999999],[8713.1,770.0],[8718.0,769.5999999999999],[8722.9,769.0999999999999],[8726.6,768.6999999999998],[8730.4,768.1999999999998],[8734.1,767.6999999999998],[8737.8,767.0],[8741.1,766.3000000000002],[8744.4,765.5],[8747.6,764.5999999999999],[8750.7,763.6999999999998],[8755.0,762.1999999999998],[8759.2,760.5],[8761.4,759.5999999999999],[8763.6,758.5999999999999],[8765.9,757.5],[8768.4,756.4000000000001],[8770.3,755.5],[8772.3,754.5],[8780.5,750.5],[8782.5,749.5999999999999],[8784.4,748.5999999999999],[8786.2,747.8000000000002],[8787.9,746.9000000000001],[8789.4,746.1999999999998],[8790.7,745.5],[8792.9,744.4000000000001],[8793.6,744.0999999999999],[8794.0,743.9000000000001],[8814.0,743.9000000000001],[8817.1,836.9000000000001],[8817.1,856.9000000000001],[8794.1,856.9000000000001],[8791.1,856.8000000000002],[8770.0,856.8000000000002],[8770.1,856.6999999999998],[8704.1,856.6999999999998],[8695.4,856.5999999999999],[8686.8,856.5],[8677.4,856.3000000000002],[8676.9,856.3000000000002],[8665.7,856.5999999999999],[8654.5,857.0999999999999],[8643.3,857.6999999999998],[8634.4,858.1999999999998],[8629.9,858.5999999999999],[8625.5,859.0],[8611.3,860.8000000000002],[8603.6,861.9000000000001],[8596.0,863.0]]"
L0002,s000019,2,"[[12632.0,852.0],[12638.8,850.2],[12655.5,845.9],[12672.3,841.7],[12680.6,839.6],[12688.7,837.6],[12696.6,835.6],[12704.3,833.7],[12711.6,831.9],[12718.5,830.2],[12730.3,868.1],[12732.5,867.6],[12734.6,867.1],[12736.4,866.7],[12738.1,866.3],[12741.1,865.7],[12744.0,865.0],[12748.0,864.1],[12752.3,863.1],[12761.5,860.9],[12770.1,858.9],[12771.2,858.7],[12780.9,856.5],[12793.4,853.7],[12805.5,851.1],[12817.5,848.5],[12829.5,846.0],[12843.1,843.3],[12856.8,840.5],[12870.6,837.8],[12884.5,835.3],[12906.1,831.7],[12927.8,828.4],[12944.4,826.0],[12961.1,823.9],[12978.5,822.0],[12995.9,820.5],[13016.8,819.1],[13037.6,818.0],[13059.6,816.9],[13081.6,816.0],[13098.7,815.6],[13115.8,815.5],[13138.9,816.0],[13159.5,816.7],[13180.2,817.7],[13192.6,818.4],[13204.8,819.2],[13216.9,820.0],[13222.7,820.3],[13228.5,820.7],[13234.9,821.0],[13241.5,821.4],[13244.9,821.5],[13248.5,821.7],[13252.3,821.9],[13256.3,822.1],[13256.3,833.0],[13251.8,836.0],[13247.6,838.8],[13239.3,844.1],[13227.8,851.5],[13216.0,859.0],[13203.1,866.9],[13190.2,874.6],[13179.0,881.3],[13168.0,888.0999999999999],[13160.0,893.4000000000001],[13152.3,899.0999999999999],[13145.1,905.2],[13138.4,912.0],[13135.9,914.8],[13133.4,917.8],[13131.2,921.0],[13129.1,924.2],[13127.1,928.0],[13125.4,932.0],[13124.0,936.0],[13122.8,940.0999999999999],[13122.0,943.7],[13121.3,947.4000000000001],[13120.4,954.7],[13119.9,959.7],[13119.6,964.8],[13119.4,973.3],[13119.5,980.5999999999999],[13119.7,986.3],[13119.8,987.8],[13120.4,995.0],[13121.3,1002.0999999999999],[13122.5,1008.5999999999999],[13123.8,1015.0999999999999],[13126.8,1028.1],[13124.1,1036.1],[13120.5,1035.7],[13117.1,1035.4],[13113.9,1035.1],[13110.8,1034.7],[13105.0,1034.1],[13099.2,1033.6],[13094.0,1033.0],[13088.7,1032.5],[13077.7,1031.4],[13066.5,1030.2],[13055.2,1029.1],[13033.4,1027.1],[13029.8,1026.8],[13012.0,1025.3],[12990.6,1023.9000000000001],[12969.2,1023.0],[12954.8,1022.7],[12940.4,1022.5999999999999],[12921.0,1022.8],[12901.7,1023.2],[12882.3,1023.8],[12869.9,1024.1],[12860.5,1024.6],[12851.0,1025.2],[12832.0,1026.7],[12810.1,1028.4],[12788.3,1030.0],[12772.6,1031.4],[12756.9,1032.8],[12741.1,1034.4],[12736.2,1035.0],[12725.2,1036.3],[12703.8,1039.0],[12682.5,1042.1],[12681.8,1042.1],[12671.9,1043.6],[12661.6,1045.2],[12651.5,1046.7],[12641.7,1048.3],[12604.4,1063.4],[12601.5,1052.1],[12598.6,1040.9],[12592.8,1018.9000000000001],[12587.2,997.0999999999999],[12581.5,975.2],[12574.9,949.9000000000001],[12568.2,924.5],[12561.7,899.3],[12558.4,886.8],[12555.2,874.5],[12558.6,873.4],[12561.7,872.4],[12564.7,871.5],[12567.5,870.6],[12570.2,869.7],[12572.6,869.0],[12577.3,867.5],[12581.5,866.2],[12585.5,865.0],[12589.4,863.8],[12593.4,862.6],[12600.1,860.7],[12607.3,858.7],[12614.7,856.6],[12622.5,854.5],[12630.6,852.4],[12632.0,852.0]]"
L0002,s000020,2,"[[10871.0,1152.0],[10871.6,1149.3],[10874.2,1137.9],[10876.9,1126.1],[10879.7,1114.1],[10882.4,1101.9],[10885.2,1089.5],[10888.0,1076.9],[10893.4,1051.5],[10895.7,1040.1],[10898.0,1028.9],[10900.1,1017.9000000000001],[10901.2,1012.5999999999999],[10902.2,1007.5],[10903.2,1002.0999999999999],[10904.3,996.5999999999999],[10905.5,990.5999999999999],[10906.2,987.3],[10906.8,983.8],[10945.2,995.7],[10951.5,996.7],[10957.6,997.5999999999999],[10963.5,998.5],[10969.3,999.4000000000001],[10980.6,1001.0999999999999],[10984.8,1001.5999999999999],[10991.9,1002.5999999999999],[11007.4,1004.4000000000001],[11023.1,1006.0],[11039.0,1007.5],[11054.8,1008.9000000000001],[11084.7,1011.3],[11100.8,1012.7],[11116.9,1014.0],[11132.0,1014.8],[11147.2,1015.4000000000001],[11167.5,1016.0999999999999],[11175.2,1016.4000000000001],[11188.4,1016.7],[11201.6,1016.9000000000001],[11228.0,1016.8],[11243.1,1016.7],[11258.2,1016.3],[11272.2,1015.5999999999999],[11286.1,1014.8],[11299.3,1013.7],[11312.6,1012.5999999999999],[11328.9,1010.8],[11339.0,1009.8],[11358.7,1007.5],[11378.4,1004.9000000000001],[11400.5,1001.5],[11411.4,999.8],[11422.1,998.0999999999999],[11422.8,999.8],[11423.5,1001.4000000000001],[11424.8,1004.3],[11427.1,1009.4000000000001],[11429.8,1014.4000000000001],[11431.6,1017.0999999999999],[11433.6,1019.7],[11435.7,1021.9000000000001],[11438.0,1024.0],[11440.2,1025.5],[11442.5,1026.8],[11447.3,1029.0],[11451.3,1030.6],[11462.3,1034.5],[11476.6,1039.1],[11490.9,1043.4],[11499.4,1045.9],[11507.9,1048.6],[11514.7,1051.1],[11521.4,1053.7],[11530.4,1057.4],[11535.1,1059.5],[11537.9,1060.7],[11540.7,1061.9],[11546.2,1064.3],[11553.3,1067.9],[11560.3,1071.8],[11567.1,1076.0],[11573.7,1080.5],[11580.7,1086.0],[11587.3,1091.9],[11591.9,1096.8],[11596.2,1101.9],[11599.4,1106.4],[11602.3,1111.1],[11604.4,1114.8],[11606.4,1118.5],[11608.3,1122.3],[11609.9,1126.2],[11611.8,1131.6],[11613.4,1137.2],[11614.7,1143.5],[11615.7,1149.8],[11616.6,1158.2],[11616.9,1162.9],[11616.9,1169.4],[11616.4,1175.7],[11615.5,1181.7],[11614.2,1187.5],[11612.5,1193.8],[11611.1,1199.1],[11609.9,1203.3000000000002],[11608.3,1207.3000000000002],[11605.5,1213.3000000000002],[11603.2,1217.6999999999998],[11600.6,1221.9],[11598.5,1225.0],[11596.1,1228.0],[11591.1,1233.6999999999998],[11585.7,1239.4],[11580.0,1244.9],[11574.9,1249.8000000000002],[11569.8,1254.5],[11565.2,1258.4],[11560.5,1262.3000000000002],[11559.5,1272.3000000000002],[11555.1,1272.4],[11550.9,1272.4],[11542.9,1272.5],[11527.6,1272.5],[11516.3,1272.4],[11504.8,1272.1999999999998],[11481.4,1271.9],[11465.7,1271.6999999999998],[11450.2,1271.4],[11434.7,1271.0],[11419.2,1270.4],[11405.1,1269.5],[11391.0,1268.5],[11370.1,1266.9],[11349.3,1265.3000000000002],[11328.5,1263.6],[11307.7,1261.6],[11288.6,1259.4],[11269.5,1256.8000000000002],[11250.3,1253.6999999999998],[11231.2,1250.3000000000002],[11210.8,1246.4],[11190.4,1242.3000000000002],[11170.1,1238.0],[11149.7,1233.4],[11134.1,1229.6999999999998],[11118.5,1225.9],[11103.0,1222.0],[11087.7,1218.1],[11074.9,1214.9],[11062.1,1211.6],[11049.1,1208.1999999999998],[11035.7,1204.8000000000002],[11023.8,1243.0],[11016.9,1241.1999999999998],[11009.6,1239.1999999999998],[11002.1,1237.1999999999998],[10994.2,1235.1],[10986.1,1233.0],[10977.9,1230.8000000000002],[10961.1,1226.4],[10944.4,1222.1],[10938.1,1220.5],[10936.2,1220.1],[10928.1,1218.1],[10920.3,1216.1],[10912.7,1214.3000000000002],[10905.5,1212.6999999999998],[10898.7,1211.1],[10894.7,1210.1999999999998],[10890.7,1209.4],[10886.6,1208.5],[10882.2,1207.6],[10877.5,1206.6999999999998],[10874.9,1206.1],[10872.2,1205.6],[10869.3,1205.0],[10866.2,1204.4],[10863.0,1203.8000000000002],[10859.5,1203.1],[10861.3,1195.2],[10862.9,1187.9],[10864.5,1180.9],[10866.0,1174.3],[10867.4,1167.9],[10868.8,1161.7],[10871.0,1152.0]]"
