下料批次号,零件号,面料号,零件外轮廓线坐标
L0005,s000227,M0005,"[[16304, 903], [16306, 906], [16307, 909], [16307, 974], [16306, 978], [16303, 980], [16300, 981], [15625, 981], [15621, 980], [15619, 977], [15618, 974], [15618, 909], [15619, 905], [15622, 903], [15625, 902], [16300, 902]]"
L0005,s000228,M0005,"[[7870, 589], [7872, 592], [7873, 595], [7873, 655], [7872, 659], [7869, 661], [7866, 662], [7733, 662], [7729, 661], [7727, 658], [7726, 655], [7726, 595], [7727, 591], [7730, 589], [7733, 588], [7866, 588]]"
L0005,s000229,M0005,"[[1180, 1154], [1180, 1169], [1181, 1174], [1181, 1181], [1182, 1189], [1182, 1196], [1183, 1205], [1184, 1213], [1186, 1230], [1188, 1245], [1190, 1259], [1193, 1275], [1197, 1291], [1199, 1301], [1202, 1311], [1205, 1322], [1206, 1326], [1207, 1329], [1208, 1333], [1209, 1336], [1210, 1338], [1210, 1341], [1209, 1345], [1204, 1348], [1199, 1349], [1193, 1350], [1186, 1350], [1174, 1352], [1166, 1352], [1159, 1353], [1151, 1354], [1144, 1355], [1136, 1356], [1129, 1356], [1121, 1357], [1104, 1359], [1072, 1363], [1055, 1366], [1038, 1368], [1021, 1371], [1004, 1373], [972, 1379], [964, 1380], [957, 1382], [953, 1383], [951, 1383], [945, 1385], [942, 1385], [938, 1386], [932, 1388], [924, 1390], [919, 1392], [909, 1398], [905, 1400], [900, 1405], [896, 1408], [893, 1412], [891, 1414], [887, 1422], [886, 1426], [885, 1427], [884, 1429], [883, 1434], [881, 1440], [880, 1445], [879, 1447], [878, 1450], [877, 1460], [876, 1469], [874, 1481], [874, 1491], [873, 1495], [873, 1506], [871, 1511], [865, 1517], [864, 1519], [862, 1521], [858, 1523], [853, 1522], [848, 1519], [836, 1513], [831, 1510], [822, 1506], [814, 1502], [805, 1497], [796, 1493], [779, 1484], [764, 1476], [751, 1469], [741, 1464], [732, 1460], [721, 1454], [710, 1449], [703, 1446], [693, 1443], [677, 1437], [662, 1433], [645, 1428], [637, 1426], [628, 1424], [613, 1420], [599, 1418], [586, 1415], [572, 1413], [559, 1411], [545, 1409], [525, 1407], [508, 1406], [491, 1406], [450, 1404], [427, 1402], [404, 1401], [365, 1400], [311, 1398], [261, 1396], [212, 1395], [160, 1393], [133, 1393], [119, 1392], [66, 1392], [53, 1391], [6, 1391], [2, 1389], [0, 1384], [0, 1119], [1, 1115], [4, 1113], [7, 1112], [21, 1112], [27, 1111], [54, 1111], [67, 1110], [94, 1110], [107, 1109], [121, 1109], [135, 1108], [155, 1108], [174, 1107], [215, 1106], [250, 1105], [281, 1104], [302, 1104], [344, 1102], [364, 1101], [384, 1101], [403, 1100], [432, 1099], [462, 1097], [494, 1095], [509, 1095], [524, 1094], [544, 1092], [562, 1090], [581, 1088], [603, 1086], [616, 1084], [629, 1083], [646, 1080], [663, 1078], [682, 1075], [698, 1073], [714, 1070], [731, 1067], [751, 1063], [774, 1059], [803, 1054], [817, 1051], [834, 1047], [848, 1045], [862, 1042], [871, 1041], [881, 1039], [892, 1038], [941, 1031], [956, 1029], [976, 1026], [1012, 1022], [1031, 1020], [1049, 1018], [1070, 1016], [1092, 1014], [1119, 1011], [1121, 1011], [1135, 1010], [1142, 1010], [1148, 1009], [1151, 1010], [1154, 1013], [1155, 1016], [1155, 1030], [1156, 1037], [1156, 1044], [1157, 1055], [1158, 1065], [1160, 1081], [1161, 1090], [1163, 1096], [1167, 1116], [1170, 1125], [1171, 1130], [1172, 1134], [1172, 1135], [1175, 1144]]"
L0005,s000230,M0005,"[[6842, 817], [6849, 819], [6855, 821], [6862, 822], [6874, 826], [6875, 826], [6878, 827], [6879, 827], [6883, 828], [6885, 831], [6886, 836], [6882, 848], [6876, 862], [6875, 865], [6873, 870], [6865, 891], [6860, 904], [6856, 917], [6851, 929], [6845, 947], [6842, 953], [6840, 960], [6836, 968], [6836, 971], [6834, 977], [6833, 979], [6830, 984], [6828, 988], [6827, 991], [6827, 992], [6825, 995], [6825, 996], [6824, 999], [6822, 1002], [6820, 1004], [6816, 1006], [6812, 1005], [6806, 1002], [6804, 1000], [6801, 999], [6777, 987], [6770, 984], [6761, 980], [6753, 976], [6725, 964], [6714, 960], [6704, 956], [6703, 956], [6676, 947], [6671, 946], [6667, 945], [6654, 943], [6634, 943], [6627, 944], [6626, 944], [6620, 946], [6618, 947], [6615, 948], [6608, 955], [6607, 957], [6606, 958], [6605, 961], [6604, 963], [6603, 964], [6602, 968], [6601, 969], [6599, 973], [6596, 976], [6593, 977], [6590, 977], [6587, 976], [6581, 975], [6571, 973], [6555, 971], [6539, 968], [6507, 964], [6477, 960], [6471, 960], [6464, 959], [6440, 959], [6429, 960], [6420, 960], [6411, 961], [6395, 963], [6374, 966], [6364, 967], [6353, 968], [6329, 971], [6320, 972], [6318, 972], [6311, 970], [6305, 971], [6297, 971], [6289, 972], [6280, 973], [6263, 974], [6245, 975], [6234, 976], [6222, 977], [6199, 978], [6155, 980], [6123, 980], [6107, 981], [6082, 981], [6072, 982], [6046, 982], [6040, 983], [6027, 983], [6023, 982], [6020, 979], [6019, 977], [6004, 778], [6005, 774], [6008, 771], [6011, 770], [6033, 769], [6033, 766], [6034, 761], [6038, 749], [6039, 747], [6041, 742], [6043, 738], [6043, 737], [6046, 733], [6048, 730], [6050, 728], [6051, 726], [6057, 722], [6061, 719], [6066, 715], [6067, 715], [6079, 709], [6080, 708], [6084, 707], [6094, 703], [6104, 700], [6128, 692], [6145, 687], [6163, 683], [6203, 675], [6222, 672], [6231, 671], [6240, 669], [6249, 668], [6259, 668], [6277, 666], [6311, 664], [6324, 663], [6350, 662], [6363, 662], [6376, 661], [6440, 661], [6440, 659], [6443, 657], [6446, 656], [6484, 656], [6495, 657], [6507, 657], [6529, 659], [6548, 660], [6567, 662], [6568, 662], [6610, 669], [6638, 673], [6653, 676], [6667, 679], [6677, 680], [6747, 694], [6756, 696], [6766, 698], [6775, 699], [6785, 701], [6793, 703], [6802, 705], [6810, 706], [6818, 708], [6822, 710], [6824, 715], [6824, 762], [6825, 764], [6825, 770], [6826, 774], [6826, 780], [6827, 784], [6829, 799], [6829, 804], [6830, 806], [6830, 807], [6832, 811], [6835, 814], [6838, 816], [6842, 818]]"
L0005,s000231,M0005,"[[3941, 572], [3945, 573], [3948, 577], [3948, 579], [3947, 604], [3946, 608], [3942, 611], [3940, 611], [3599, 594], [3595, 593], [3592, 589], [3592, 586], [3594, 561], [3596, 558], [3599, 555], [3601, 555]]"
L0005,s000232,M0005,"[[10776, 932], [10777, 933], [10781, 934], [10783, 935], [10784, 936], [10792, 938], [10806, 943], [10828, 951], [10837, 953], [10838, 954], [10844, 957], [10852, 960], [10862, 965], [10870, 968], [10882, 974], [10888, 978], [10895, 982], [10896, 983], [10902, 988], [10905, 991], [10908, 993], [10912, 996], [10914, 998], [10916, 1001], [10919, 1004], [10921, 1005], [10925, 1011], [10928, 1015], [10928, 1016], [10930, 1020], [10932, 1023], [10937, 1033], [10938, 1037], [10940, 1042], [10942, 1054], [10944, 1068], [10944, 1088], [10942, 1100], [10942, 1101], [10940, 1107], [10939, 1112], [10938, 1116], [10936, 1120], [10934, 1125], [10931, 1131], [10929, 1133], [10925, 1138], [10922, 1143], [10907, 1161], [10901, 1167], [10896, 1171], [10890, 1177], [10889, 1185], [10887, 1188], [10884, 1191], [10880, 1192], [10839, 1192], [10823, 1191], [10774, 1191], [10759, 1190], [10744, 1190], [10730, 1189], [10717, 1188], [10637, 1180], [10619, 1178], [10618, 1178], [10600, 1175], [10581, 1173], [10563, 1169], [10553, 1167], [10544, 1165], [10525, 1161], [10486, 1151], [10464, 1146], [10420, 1134], [10417, 1133], [10408, 1131], [10397, 1128], [10396, 1127], [10393, 1126], [10384, 1124], [10374, 1156], [10371, 1159], [10368, 1161], [10365, 1161], [10359, 1159], [10327, 1151], [10309, 1147], [10301, 1144], [10291, 1142], [10281, 1139], [10260, 1134], [10251, 1131], [10242, 1129], [10207, 1122], [10203, 1121], [10199, 1118], [10198, 1113], [10199, 1106], [10203, 1092], [10204, 1085], [10207, 1072], [10209, 1062], [10209, 1061], [10210, 1058], [10218, 1022], [10222, 1003], [10227, 985], [10230, 967], [10230, 966], [10232, 960], [10234, 951], [10235, 943], [10241, 916], [10242, 908], [10245, 896], [10245, 893], [10247, 889], [10250, 887], [10254, 887], [10293, 899], [10298, 900], [10304, 901], [10315, 902], [10324, 904], [10331, 905], [10333, 905], [10350, 907], [10366, 909], [10386, 911], [10389, 911], [10441, 915], [10456, 917], [10471, 917], [10491, 918], [10512, 919], [10591, 919], [10605, 918], [10618, 917], [10636, 916], [10653, 914], [10657, 914], [10671, 912], [10689, 910], [10699, 909], [10710, 907], [10720, 906], [10723, 905], [10727, 904], [10733, 904], [10738, 903], [10741, 902], [10742, 902], [10745, 901], [10750, 901], [10754, 902], [10756, 905], [10757, 907], [10759, 910], [10761, 917], [10763, 919], [10765, 922], [10765, 923], [10766, 925], [10767, 926], [10770, 928], [10773, 931]]"
L0005,s000233,M0005,"[[3647, 302], [3629, 302], [3624, 301], [3619, 301], [3609, 300], [3600, 300], [3594, 299], [3590, 299], [3587, 298], [3580, 298], [3573, 297], [3568, 297], [3565, 296], [3557, 296], [3553, 295], [3551, 292], [3547, 284], [3545, 282], [3544, 280], [3541, 278], [3539, 275], [3538, 274], [3535, 272], [3533, 271], [3530, 269], [3524, 266], [3520, 265], [3517, 263], [3515, 261], [3513, 256], [3513, 206], [3515, 202], [3525, 190], [3529, 187], [3783, 145], [3834, 145], [3838, 146], [3840, 149], [3841, 152], [3841, 162], [3842, 171], [3842, 178], [3843, 186], [3843, 193], [3844, 201], [3845, 211], [3846, 220], [3846, 225], [3847, 229], [3847, 289], [3846, 293], [3843, 295], [3841, 296], [3817, 298], [3793, 301], [3780, 302], [3768, 302], [3756, 303], [3743, 303], [3737, 304], [3673, 304], [3667, 303], [3654, 303]]"
L0005,s000234,M0005,"[[12947, 1005], [12946, 1007], [12945, 1010], [12943, 1014], [12939, 1030], [12939, 1032], [12938, 1040], [12938, 1062], [12939, 1064], [12939, 1071], [12941, 1077], [12942, 1085], [12944, 1094], [12947, 1103], [12947, 1107], [12944, 1115], [12941, 1119], [12937, 1120], [12931, 1120], [12927, 1119], [12923, 1119], [12918, 1118], [12913, 1118], [12908, 1117], [12902, 1117], [12896, 1116], [12885, 1115], [12873, 1114], [12862, 1113], [12856, 1112], [12850, 1112], [12844, 1111], [12842, 1111], [12837, 1110], [12833, 1110], [12821, 1109], [12810, 1109], [12787, 1108], [12773, 1107], [12732, 1107], [12706, 1108], [12691, 1109], [12682, 1109], [12673, 1110], [12654, 1111], [12612, 1114], [12578, 1118], [12570, 1119], [12566, 1119], [12551, 1121], [12533, 1123], [12523, 1124], [12512, 1126], [12510, 1126], [12493, 1129], [12483, 1130], [12475, 1132], [12437, 1147], [12433, 1147], [12429, 1145], [12427, 1142], [12378, 953], [12378, 949], [12382, 945], [12386, 943], [12387, 942], [12391, 941], [12396, 940], [12406, 936], [12411, 935], [12416, 933], [12421, 932], [12426, 930], [12431, 929], [12445, 925], [12460, 922], [12482, 916], [12505, 910], [12525, 905], [12534, 902], [12545, 900], [12549, 900], [12553, 903], [12554, 905], [12563, 936], [12567, 935], [12573, 934], [12578, 933], [12589, 930], [12597, 928], [12600, 927], [12628, 921], [12651, 916], [12671, 911], [12690, 907], [12703, 905], [12723, 901], [12744, 898], [12776, 894], [12793, 892], [12809, 890], [12810, 890], [12830, 889], [12871, 887], [12890, 886], [12908, 885], [12936, 885], [12947, 886], [12969, 886], [12979, 887], [12989, 887], [13001, 888], [13014, 889], [13026, 890], [13037, 890], [13043, 891], [13062, 891], [13066, 892], [13069, 894], [13071, 899], [13071, 910], [13070, 914], [13068, 916], [13063, 919], [13059, 922], [13051, 927], [13045, 931], [13040, 935], [13028, 943], [13015, 952], [13007, 957], [12998, 963], [12990, 968], [12981, 974], [12973, 979], [12967, 984], [12963, 987], [12951, 999]]"
L0005,s000235,M0005,"[[3103, 482], [3102, 482], [3100, 481], [3093, 479], [3092, 478], [3089, 477], [3085, 476], [3081, 476], [3077, 475], [3072, 474], [3068, 474], [3064, 473], [3057, 473], [3046, 472], [3036, 471], [3026, 471], [3015, 470], [2998, 470], [2992, 469], [2987, 469], [2982, 468], [2976, 468], [2971, 467], [2959, 464], [2956, 463], [2954, 462], [2949, 460], [2945, 459], [2944, 459], [2940, 457], [2937, 455], [2935, 453], [2932, 451], [2930, 450], [2918, 438], [2916, 435], [2912, 431], [2910, 427], [2909, 427], [2907, 424], [2906, 423], [2904, 418], [2904, 398], [2905, 395], [2916, 369], [2918, 366], [2922, 365], [2948, 365], [2955, 366], [2963, 367], [2977, 367], [2981, 368], [3160, 368], [3164, 369], [3166, 372], [3167, 375], [3169, 454], [3169, 474], [3168, 478], [3166, 480], [3147, 491], [3143, 492], [3123, 492], [3119, 491], [3118, 489], [3117, 489], [3116, 488], [3110, 485]]"
L0005,s000236,M0005,"[[13684, 428], [13724, 441], [13798, 464], [13822, 472], [13847, 480], [13874, 487], [13892, 492], [13908, 496], [13925, 499], [13941, 503], [13960, 507], [13999, 513], [14020, 516], [14040, 519], [14060, 521], [14108, 525], [14132, 528], [14144, 529], [14157, 530], [14177, 530], [14198, 531], [14267, 531], [14281, 530], [14320, 530], [14339, 529], [14358, 529], [14367, 528], [14393, 528], [14401, 527], [14412, 527], [14416, 526], [14428, 526], [14432, 527], [14434, 530], [14435, 535], [14407, 624], [14402, 665], [14400, 669], [14395, 671], [14230, 671], [14198, 670], [14182, 670], [14166, 669], [14149, 668], [14131, 667], [14120, 666], [14108, 665], [14073, 660], [14065, 659], [14063, 659], [14056, 657], [14049, 656], [14048, 656], [14041, 654], [14027, 652], [14021, 650], [14018, 648], [14016, 645], [13970, 635], [13943, 629], [13929, 626], [13916, 623], [13894, 618], [13873, 612], [13858, 608], [13830, 600], [13815, 595], [13801, 590], [13799, 590], [13786, 585], [13738, 565], [13728, 560], [13717, 555], [13707, 550], [13698, 545], [13688, 540], [13687, 539], [13677, 533], [13668, 527], [13667, 526], [13659, 519], [13655, 516], [13645, 506], [13641, 500], [13640, 498], [13638, 492], [13637, 491], [13636, 487], [13636, 485], [13634, 479], [13634, 455], [13635, 452], [13635, 443], [13638, 431], [13639, 430], [13639, 429], [13640, 427], [13640, 425], [13641, 422], [13644, 418], [13647, 417], [13650, 417]]"
L0005,s000237,M0005,"[[10932, 1286], [10933, 1282], [10935, 1279], [10939, 1278], [11176, 1278], [11180, 1279], [11182, 1282], [11184, 1286], [11185, 1289], [11185, 1291], [11187, 1295], [11187, 1296], [11185, 1301], [11184, 1304], [11183, 1306], [11181, 1312], [11181, 1316], [11180, 1319], [11177, 1323], [11175, 1324], [11134, 1338], [11130, 1338], [11128, 1336], [10948, 1337], [10944, 1336], [10942, 1333], [10941, 1330], [10941, 1329], [10940, 1326], [10940, 1320], [10936, 1304]]"
L0005,s000238,M0005,"[[16349, 1173], [16353, 1175], [16355, 1179], [16382, 1312], [16381, 1316], [16379, 1319], [16375, 1320], [16323, 1320], [16319, 1319], [16316, 1314], [16286, 1173], [16286, 1169], [16289, 1166], [16294, 1165]]"
L0005,s000239,M0005,"[[7553, 1317], [7558, 1316], [7564, 1315], [7569, 1314], [7573, 1313], [7575, 1312], [7581, 1310], [7583, 1310], [7586, 1309], [7590, 1309], [7593, 1311], [7595, 1314], [7597, 1320], [7612, 1319], [7635, 1317], [7650, 1316], [7664, 1316], [7674, 1315], [7684, 1315], [7692, 1314], [7701, 1314], [7712, 1313], [7723, 1311], [7732, 1310], [7742, 1309], [7749, 1308], [7757, 1306], [7761, 1306], [7765, 1309], [7766, 1311], [7768, 1319], [7769, 1322], [7770, 1326], [7773, 1336], [7775, 1343], [7776, 1346], [7784, 1368], [7788, 1381], [7792, 1393], [7798, 1409], [7804, 1424], [7809, 1438], [7815, 1451], [7816, 1454], [7816, 1455], [7818, 1458], [7821, 1465], [7822, 1468], [7822, 1469], [7826, 1477], [7827, 1481], [7824, 1486], [7821, 1488], [7819, 1490], [7816, 1495], [7814, 1499], [7812, 1502], [7810, 1506], [7809, 1510], [7808, 1512], [7808, 1518], [7806, 1526], [7804, 1547], [7804, 1592], [7802, 1595], [7799, 1598], [7792, 1598], [7786, 1599], [7763, 1599], [7756, 1600], [7670, 1600], [7628, 1598], [7610, 1597], [7591, 1596], [7569, 1595], [7546, 1593], [7517, 1591], [7476, 1589], [7436, 1586], [7419, 1584], [7403, 1583], [7355, 1581], [6984, 1581], [6980, 1580], [6978, 1577], [6977, 1574], [6977, 1295], [6978, 1291], [6981, 1289], [6983, 1288], [7023, 1285], [7025, 1285], [7039, 1287], [7046, 1287], [7062, 1289], [7064, 1290], [7069, 1290], [7085, 1292], [7086, 1292], [7103, 1295], [7154, 1301], [7163, 1302], [7171, 1303], [7178, 1304], [7186, 1305], [7193, 1306], [7199, 1306], [7206, 1307], [7207, 1307], [7219, 1309], [7225, 1309], [7235, 1311], [7241, 1311], [7244, 1312], [7250, 1312], [7253, 1313], [7257, 1313], [7261, 1314], [7264, 1319], [7267, 1343], [7272, 1343], [7277, 1344], [7282, 1344], [7293, 1345], [7304, 1345], [7318, 1346], [7365, 1346], [7375, 1345], [7384, 1345], [7393, 1344], [7403, 1343], [7410, 1342], [7427, 1339], [7445, 1337], [7455, 1335], [7465, 1334], [7495, 1328], [7517, 1325], [7525, 1323], [7536, 1321], [7548, 1319], [7551, 1318]]"
L0005,s000240,M0005,"[[2290, 639], [2292, 642], [2293, 645], [2293, 735], [2292, 739], [2289, 741], [2286, 742], [2091, 742], [2087, 741], [2085, 738], [2084, 735], [2084, 645], [2085, 641], [2088, 639], [2091, 638], [2286, 638]]"
L0005,s000241,M0005,"[[4005, 1546], [3968, 1545], [3924, 1544], [3875, 1542], [3820, 1540], [3798, 1540], [3776, 1539], [3754, 1539], [3743, 1538], [3717, 1538], [3702, 1537], [3637, 1537], [3630, 1536], [3618, 1536], [3614, 1535], [3612, 1532], [3611, 1529], [3610, 1303], [3611, 1299], [3616, 1296], [3621, 1295], [3695, 1295], [3704, 1294], [3757, 1294], [3783, 1293], [3842, 1291], [3896, 1289], [3949, 1288], [3973, 1287], [3996, 1287], [4028, 1286], [4067, 1284], [4098, 1283], [4117, 1282], [4127, 1282], [4137, 1281], [4156, 1280], [4170, 1279], [4184, 1277], [4211, 1275], [4257, 1271], [4278, 1268], [4300, 1266], [4318, 1264], [4338, 1261], [4357, 1258], [4375, 1255], [4407, 1249], [4424, 1245], [4441, 1242], [4465, 1237], [4471, 1235], [4472, 1235], [4490, 1232], [4494, 1233], [4497, 1235], [4497, 1237], [4500, 1240], [4502, 1244], [4505, 1247], [4508, 1251], [4509, 1253], [4511, 1255], [4520, 1261], [4524, 1264], [4525, 1265], [4528, 1266], [4530, 1267], [4534, 1268], [4539, 1270], [4543, 1271], [4545, 1271], [4553, 1272], [4560, 1273], [4569, 1273], [4575, 1274], [4586, 1274], [4598, 1275], [4642, 1278], [4670, 1280], [4699, 1281], [4724, 1283], [4737, 1284], [4751, 1285], [4755, 1286], [4757, 1289], [4758, 1293], [4757, 1302], [4757, 1330], [4756, 1341], [4756, 1407], [4757, 1416], [4757, 1437], [4758, 1457], [4758, 1482], [4759, 1493], [4759, 1503], [4760, 1514], [4762, 1526], [4762, 1534], [4763, 1542], [4763, 1547], [4764, 1550], [4764, 1558], [4763, 1562], [4758, 1565], [4580, 1598], [4579, 1599], [4576, 1600], [4564, 1600], [4553, 1599], [4529, 1597], [4508, 1596], [4497, 1595], [4496, 1595], [4485, 1593], [4451, 1589], [4415, 1583], [4379, 1578], [4344, 1573], [4326, 1571], [4309, 1568], [4272, 1564], [4251, 1562], [4207, 1558], [4184, 1556], [4169, 1555], [4153, 1554], [4134, 1552], [4088, 1550], [4051, 1548], [4042, 1548]]"
L0005,s000242,M0005,"[[5200, 609], [5202, 612], [5203, 615], [5203, 655], [5202, 659], [5199, 661], [5196, 662], [4896, 662], [4892, 661], [4890, 658], [4889, 655], [4889, 615], [4890, 611], [4893, 609], [4896, 608], [5196, 608]]"
L0005,s000243,M0005,"[[11983, 1547], [11985, 1550], [11986, 1553], [11986, 1593], [11985, 1597], [11982, 1599], [11979, 1600], [11779, 1600], [11775, 1599], [11773, 1596], [11772, 1593], [11772, 1553], [11773, 1549], [11776, 1547], [11779, 1546], [11979, 1546]]"
L0005,s000244,M0005,"[[13517, 1449], [13515, 1451], [13513, 1455], [13513, 1456], [13510, 1460], [13508, 1463], [13506, 1469], [13504, 1474], [13502, 1481], [13500, 1487], [13498, 1499], [13498, 1514], [13499, 1516], [13499, 1525], [13501, 1531], [13501, 1532], [13502, 1537], [13504, 1543], [13505, 1547], [13505, 1549], [13506, 1552], [13506, 1555], [13505, 1563], [13503, 1567], [13499, 1569], [13485, 1571], [13471, 1572], [13457, 1574], [13443, 1575], [13419, 1577], [13381, 1581], [13360, 1583], [13345, 1584], [13319, 1586], [13293, 1589], [13268, 1591], [13236, 1593], [13212, 1595], [13180, 1597], [13161, 1598], [13141, 1598], [13125, 1599], [13110, 1600], [12942, 1600], [12938, 1599], [12935, 1597], [12934, 1593], [12934, 1551], [12935, 1536], [12935, 1526], [12936, 1516], [12936, 1506], [12937, 1496], [12941, 1452], [12942, 1442], [12943, 1431], [12943, 1429], [12944, 1421], [12945, 1411], [12946, 1402], [12946, 1401], [12948, 1391], [12948, 1385], [12949, 1380], [12951, 1368], [12953, 1364], [12957, 1362], [12995, 1359], [12998, 1359], [13002, 1360], [13005, 1360], [13008, 1361], [13013, 1361], [13016, 1362], [13020, 1362], [13023, 1363], [13027, 1363], [13031, 1364], [13035, 1364], [13038, 1365], [13043, 1366], [13048, 1366], [13053, 1367], [13059, 1368], [13064, 1369], [13076, 1371], [13089, 1372], [13115, 1376], [13128, 1379], [13155, 1383], [13194, 1389], [13200, 1390], [13206, 1392], [13212, 1392], [13217, 1393], [13220, 1393], [13224, 1394], [13227, 1399], [13232, 1422], [13237, 1423], [13247, 1423], [13258, 1424], [13269, 1424], [13285, 1425], [13309, 1425], [13318, 1424], [13337, 1424], [13345, 1423], [13350, 1423], [13356, 1422], [13367, 1420], [13369, 1420], [13381, 1418], [13394, 1415], [13410, 1413], [13425, 1410], [13459, 1404], [13497, 1398], [13517, 1396], [13534, 1394], [13542, 1393], [13551, 1392], [13555, 1393], [13558, 1395], [13559, 1398], [13561, 1411], [13560, 1415], [13558, 1418], [13552, 1422], [13546, 1425], [13541, 1428], [13536, 1432], [13531, 1435], [13526, 1439], [13519, 1446]]"
L0005,s000245,M0005,"[[10045, 300], [10047, 303], [10048, 306], [10048, 346], [10047, 350], [10044, 352], [10041, 353], [9741, 353], [9737, 352], [9735, 349], [9734, 346], [9734, 306], [9735, 302], [9738, 300], [9741, 299], [10041, 299]]"
L0005,s000246,M0005,"[[9119, 1], [9121, 4], [9122, 7], [9122, 214], [9121, 218], [9118, 220], [9115, 221], [8953, 221], [8949, 220], [8947, 217], [8946, 214], [8946, 7], [8947, 3], [8950, 1], [8953, 0], [9115, 0]]"
L0005,s000247,M0005,"[[6826, 1597], [6816, 1592], [6812, 1589], [6809, 1587], [6801, 1579], [6798, 1574], [6796, 1570], [6796, 1569], [6794, 1564], [6793, 1560], [6791, 1554], [6791, 1550], [6790, 1546], [6790, 1538], [6791, 1534], [6791, 1529], [6792, 1524], [6792, 1521], [6794, 1503], [6795, 1491], [6797, 1471], [6798, 1455], [6800, 1437], [6801, 1425], [6802, 1412], [6802, 1410], [6803, 1403], [6803, 1401], [6804, 1397], [6804, 1395], [6805, 1392], [6805, 1387], [6806, 1384], [6807, 1380], [6808, 1378], [6812, 1372], [6812, 1371], [6813, 1369], [6816, 1365], [6824, 1357], [6828, 1354], [6829, 1354], [6833, 1352], [6836, 1351], [6842, 1348], [6845, 1347], [6846, 1346], [6850, 1345], [6854, 1345], [6858, 1344], [6873, 1344], [6883, 1345], [6913, 1345], [6941, 1344], [6945, 1345], [6947, 1348], [6948, 1352], [6943, 1412], [6926, 1584], [6924, 1587], [6920, 1590], [6902, 1593], [6899, 1594], [6895, 1594], [6893, 1595], [6887, 1596], [6873, 1598], [6869, 1599], [6864, 1599], [6859, 1600], [6841, 1600], [6837, 1599], [6832, 1599]]"
L0005,s000248,M0005,"[[15271, 132], [15273, 135], [15274, 138], [15274, 320], [15273, 324], [15270, 326], [15267, 327], [15186, 327], [15182, 326], [15180, 323], [15179, 320], [15179, 138], [15180, 134], [15183, 132], [15186, 131], [15267, 131]]"
L0005,s000249,M0005,"[[15547, 163], [15545, 171], [15544, 178], [15542, 188], [15540, 201], [15539, 213], [15539, 223], [15538, 231], [15538, 245], [15537, 248], [15537, 261], [15538, 264], [15538, 276], [15539, 284], [15539, 294], [15540, 308], [15542, 320], [15543, 329], [15545, 337], [15546, 344], [15548, 352], [15550, 358], [15550, 359], [15551, 364], [15555, 376], [15556, 381], [15561, 392], [15563, 397], [15565, 404], [15567, 407], [15567, 408], [15574, 425], [15575, 429], [15573, 433], [15493, 504], [15489, 506], [15485, 506], [15414, 478], [15411, 475], [15410, 470], [15413, 451], [15413, 450], [15414, 447], [15414, 443], [15415, 439], [15415, 436], [15416, 432], [15416, 428], [15418, 416], [15419, 409], [15419, 396], [15420, 392], [15420, 383], [15419, 379], [15419, 372], [15418, 365], [15414, 347], [15412, 334], [15411, 323], [15410, 310], [15409, 300], [15409, 294], [15408, 286], [15407, 275], [15407, 239], [15408, 231], [15408, 220], [15409, 212], [15409, 207], [15410, 197], [15411, 184], [15411, 183], [15413, 172], [15415, 159], [15416, 150], [15418, 140], [15419, 133], [15420, 128], [15420, 101], [15419, 97], [15419, 89], [15417, 78], [15417, 74], [15415, 67], [15415, 59], [15414, 55], [15411, 36], [15412, 32], [15415, 28], [15486, 0], [15490, 0], [15494, 2], [15573, 74], [15575, 77], [15574, 82], [15568, 97], [15567, 101], [15566, 102], [15564, 106], [15562, 111], [15560, 115], [15556, 127], [15552, 136], [15553, 136], [15551, 143], [15550, 149], [15549, 154], [15547, 158]]"
