下料批次号,零件名,面料号,零件外轮廓线坐标
L0003,s000249,M0003,"[[4762.0, 1228.0], [4745.5, 1224.0], [4728.899999999994, 1219.8000000000002], [4712.899999999994, 1215.6], [4696.899999999994, 1211.5], [4681.700000000012, 1207.9], [4666.5, 1204.5], [4647.200000000012, 1200.5], [4627.899999999994, 1196.6], [4608.399999999994, 1192.9], [4588.899999999994, 1189.5], [4568.799999999988, 1186.4], [4548.799999999988, 1183.6999999999998], [4506.5, 1178.3000000000002], [4488.600000000006, 1176.1], [4470.700000000012, 1174.1999999999998], [4456.100000000006, 1172.8000000000002], [4441.5, 1171.6], [4427.200000000012, 1170.8000000000002], [4413.0, 1169.9], [4384.5, 1168.1], [4356.0, 1166.4], [4329.700000000012, 1165.1999999999998], [4303.5, 1164.1999999999998], [4274.200000000012, 1162.9], [4244.899999999994, 1161.6], [4225.0, 1160.8000000000002], [4205.0, 1160.1999999999998], [4144.5, 1158.1999999999998], [4123.200000000012, 1157.6], [4102.0, 1157.0], [4084.2000000000116, 1156.6999999999998], [4066.5, 1156.3000000000002], [4046.7000000000116, 1155.6999999999998], [4026.7999999999884, 1155.1], [4001.7000000000116, 1154.6999999999998], [3976.7999999999884, 1154.6], [3964.2999999999884, 1154.4], [3951.7999999999884, 1154.3000000000002], [3939.100000000006, 1154.1], [3926.2000000000116, 1153.9], [3926.2000000000116, 1031.8000000000002], [3926.2999999999884, 1015.5999999999999], [3926.2999999999884, 919.0999999999999], [3933.2000000000116, 919.0], [3939.899999999994, 918.9000000000001], [3946.399999999994, 918.9000000000001], [3952.7999999999884, 918.8000000000002], [3965.399999999994, 918.5999999999999], [3977.899999999994, 918.5], [3994.399999999994, 918.1999999999998], [4011.2000000000116, 918.0], [4045.100000000006, 917.4000000000001], [4076.7999999999884, 916.9000000000001], [4108.399999999994, 916.1999999999998], [4141.899999999994, 915.4000000000001], [4175.5, 914.5999999999999], [4205.899999999994, 913.8000000000002], [4236.399999999994, 912.9000000000001], [4269.0, 911.5999999999999], [4301.700000000012, 910.1999999999998], [4329.100000000006, 909.0999999999999], [4356.5, 907.9000000000001], [4370.399999999994, 907.0], [4384.299999999988, 906.0999999999999], [4398.200000000012, 905.1999999999998], [4412.100000000006, 904.4000000000001], [4426.700000000012, 903.5999999999999], [4434.0, 903.1999999999998], [4441.299999999988, 902.5999999999999], [4448.5, 901.9000000000001], [4455.799999999988, 901.0999999999999], [4470.299999999988, 899.4000000000001], [4485.100000000006, 897.5999999999999], [4499.799999999988, 895.6999999999998], [4515.200000000012, 893.1999999999998], [4530.5, 890.3000000000002], [4542.600000000006, 887.8000000000002], [4554.600000000006, 885.1999999999998], [4566.399999999994, 882.4000000000001], [4578.100000000006, 879.4000000000001], [4589.0, 876.3000000000002], [4599.899999999994, 872.9000000000001], [4613.200000000012, 868.1999999999998], [4626.299999999988, 863.1999999999998], [4640.200000000012, 857.5], [4654.0, 851.3000000000002], [4671.200000000012, 843.1999999999998], [4688.200000000012, 834.6999999999998], [4704.799999999988, 826.3000000000002], [4721.200000000012, 817.9000000000001], [4734.899999999994, 810.6999999999998], [4741.799999999988, 807.0], [4748.899999999994, 803.3000000000002], [4757.299999999988, 812.0999999999999], [4757.399999999994, 812.9000000000001], [4757.5, 813.8000000000002], [4757.600000000006, 816.0], [4757.700000000012, 818.6999999999998], [4757.899999999994, 821.6999999999998], [4758.0, 825.0], [4758.200000000012, 828.4000000000001], [4758.299999999988, 831.9000000000001], [4758.399999999994, 835.3000000000002], [4758.399999999994, 854.5999999999999], [4758.600000000006, 860.1999999999998], [4758.899999999994, 865.9000000000001], [4759.799999999988, 877.4000000000001], [4760.299999999988, 882.3000000000002], [4760.899999999994, 887.0999999999999], [4761.799999999988, 891.9000000000001], [4763.100000000006, 896.5], [4764.200000000012, 899.4000000000001], [4765.5, 902.3000000000002], [4767.0, 905.0999999999999], [4768.600000000006, 907.6999999999998], [4772.100000000006, 912.4000000000001], [4776.100000000006, 916.6999999999998], [4780.100000000006, 920.1999999999998], [4784.299999999988, 923.5], [4787.799999999988, 926.0], [4791.5, 928.3000000000002], [4794.899999999994, 930.1999999999998], [4798.5, 932.0], [4802.100000000006, 933.5], [4805.600000000006, 934.9000000000001], [4809.399999999994, 936.3000000000002], [4813.200000000012, 937.4000000000001], [4817.200000000012, 938.5], [4821.600000000006, 939.5999999999999], [4826.299999999988, 940.5999999999999], [4828.700000000012, 941.0999999999999], [4831.0, 941.5999999999999], [4833.100000000006, 942.0999999999999], [4835.0, 942.4000000000001], [4836.600000000006, 942.6999999999998], [4837.899999999994, 943.0], [4851.799999999988, 945.5], [4865.899999999994, 947.9000000000001], [4882.399999999994, 950.5999999999999], [4899.200000000012, 953.3000000000002], [4916.100000000006, 956.0], [4932.899999999994, 958.6999999999998], [4941.200000000012, 960.0], [4949.299999999988, 961.3000000000002], [4957.299999999988, 962.5], [4965.100000000006, 963.8000000000002], [4972.600000000006, 965.0], [4980.0, 966.1999999999998], [4987.0, 967.3000000000002], [4993.799999999988, 968.4000000000001], [5002.100000000006, 969.6999999999998], [5006.5, 970.4000000000001], [5011.100000000006, 971.1999999999998], [5016.100000000006, 972.0], [5018.799999999988, 972.5], [5021.600000000006, 972.9000000000001], [5024.700000000012, 973.4000000000001], [5027.899999999994, 973.9000000000001], [5031.299999999988, 974.5], [5035.0, 975.0999999999999], [5034.399999999994, 977.5999999999999], [5033.799999999988, 980.0], [5032.799999999988, 984.3000000000002], [5031.899999999994, 988.0999999999999], [5031.100000000006, 991.5999999999999], [5030.299999999988, 994.9000000000001], [5028.899999999994, 1001.3000000000002], [5028.200000000012, 1004.5999999999999], [5027.100000000006, 1010.1999999999998], [5025.899999999994, 1016.1999999999998], [5024.600000000006, 1022.5999999999999], [5023.399999999994, 1029.1999999999998], [5022.100000000006, 1036.0], [5020.899999999994, 1043.0], [5019.600000000006, 1049.9], [5018.5, 1056.8000000000002], [5017.299999999988, 1063.5], [5016.299999999988, 1069.9], [5015.299999999988, 1075.9], [5014.399999999994, 1081.6], [5014.0, 1084.1999999999998], [5013.700000000012, 1086.6999999999998], [5013.299999999988, 1089.0], [5013.100000000006, 1091.1], [5012.799999999988, 1093.1], [5012.600000000006, 1094.9], [5012.399999999994, 1096.5], [5012.299999999988, 1097.9], [5012.299999999988, 1098.6999999999998], [5012.200000000012, 1099.9], [5012.100000000006, 1100.8000000000002], [5012.100000000006, 1102.0], [5012.0, 1103.5], [5011.899999999994, 1105.4], [5011.799999999988, 1106.9], [5011.600000000006, 1108.1], [5011.5, 1109.1999999999998], [5011.299999999988, 1110.1], [5011.100000000006, 1111.6], [5010.899999999994, 1113.0], [5010.299999999988, 1116.1], [5009.600000000006, 1119.4], [5008.799999999988, 1123.1], [5007.899999999994, 1126.9], [5007.0, 1131.0], [5006.0, 1135.1], [5004.200000000012, 1143.6999999999998], [5003.0, 1151.1], [5001.899999999994, 1158.1], [5001.5, 1161.4], [5001.200000000012, 1164.6], [5000.899999999994, 1167.5], [5000.700000000012, 1170.3000000000002], [5000.600000000006, 1171.6999999999998], [5000.5, 1173.3000000000002], [5000.399999999994, 1175.3000000000002], [5000.399999999994, 1176.5], [5000.299999999988, 1177.8000000000002], [5000.0, 1180.0], [4999.799999999988, 1181.9], [4999.5, 1183.6999999999998], [4999.200000000012, 1185.4], [4998.600000000006, 1188.9], [4997.799999999988, 1192.6], [4996.200000000012, 1200.1], [4994.200000000012, 1210.5], [4992.399999999994, 1221.0], [4990.799999999988, 1232.0], [4990.100000000006, 1237.4], [4989.399999999994, 1242.6], [4989.0, 1245.3000000000002], [4988.5, 1248.1], [4988.100000000006, 1251.1], [4987.5, 1254.5], [4979.299999999988, 1254.1], [4971.299999999988, 1253.8000000000002], [4955.600000000006, 1253.1999999999998], [4936.5, 1252.6], [4917.100000000006, 1251.6999999999998], [4906.5, 1251.0], [4895.799999999988, 1250.1], [4874.700000000012, 1248.1], [4858.399999999994, 1246.4], [4842.299999999988, 1244.3000000000002], [4826.899999999994, 1241.8000000000002], [4811.600000000006, 1239.0], [4797.100000000006, 1236.0], [4782.700000000012, 1232.9], [4762.0, 1228.0]]"
L0003,s000250,M0003,"[[1506.0, 682.0], [2046.0, 682.0], [2046.0, 747.0], [1506.0, 747.0], [1506.0, 682.0]]"
L0003,s000251,M0003,"[[7187.0, 564.0], [7187.0, 624.6999999999998], [7054.700000000012, 624.6999999999998], [7054.700000000012, 564.0], [7187.0, 564.0]]"
L0003,s000252,M0003,"[[8575.0, 1525.0], [8575.0, 1593.0], [8373.799999999988, 1593.0], [8373.799999999988, 1525.0], [8575.0, 1525.0]]"
L0003,s000253,M0003,"[[9641.0, 278.0], [9941.0, 278.0], [9941.0, 318.0], [9641.0, 318.0], [9641.0, 278.0]]"
L0003,s000254,M0003,"[[16531.0, 313.0], [16531.0, 403.0], [16336.0, 403.0], [16336.0, 313.0], [16531.0, 313.0]]"
L0003,s000255,M0003,"[[6885.0, 1039.0], [6884.200000000012, 1038.9], [6872.100000000006, 1037.1], [6856.299999999988, 1034.6], [6840.600000000006, 1032.0], [6817.399999999994, 1028.4], [6794.100000000006, 1025.0], [6771.100000000006, 1021.8000000000002], [6748.100000000006, 1018.8000000000002], [6725.600000000006, 1016.1999999999998], [6703.100000000006, 1013.6999999999998], [6675.899999999994, 1011.0999999999999], [6648.700000000012, 1008.5999999999999], [6626.600000000006, 1006.8000000000002], [6604.5, 1005.1999999999998], [6587.0, 1004.0], [6569.399999999994, 1003.0], [6534.299999999988, 1001.4000000000001], [6495.600000000006, 999.6999999999998], [6458.5, 998.3000000000002], [6415.600000000006, 996.8000000000002], [6385.899999999994, 995.8000000000002], [6356.299999999988, 995.0], [6326.799999999988, 994.3000000000002], [6297.299999999988, 993.9000000000001], [6269.200000000012, 993.5999999999999], [6241.100000000006, 993.5], [6212.799999999988, 993.4000000000001], [6184.0, 993.4000000000001], [6161.5, 993.3000000000002], [6139.0, 993.3000000000002], [6128.0, 993.1999999999998], [6085.399999999994, 993.1999999999998], [6079.799999999988, 993.3000000000002], [6068.0, 993.3000000000002], [6061.600000000006, 993.4000000000001], [6051.200000000012, 993.4000000000001], [6047.399999999994, 993.5], [6047.399999999994, 785.0], [6060.899999999994, 785.0], [6067.399999999994, 785.0999999999999], [6132.0, 785.0999999999999], [6166.0, 785.0], [6201.899999999994, 784.6999999999998], [6237.600000000006, 784.4000000000001], [6285.600000000006, 784.0999999999999], [6331.700000000012, 783.5], [6352.600000000006, 783.3000000000002], [6373.5, 783.0], [6399.700000000012, 782.3000000000002], [6425.799999999988, 781.4000000000001], [6462.700000000012, 780.1999999999998], [6481.299999999988, 779.5], [6499.799999999988, 778.6999999999998], [6533.700000000012, 777.1999999999998], [6584.899999999994, 774.8000000000002], [6610.399999999994, 773.5], [6635.899999999994, 771.8000000000002], [6667.399999999994, 769.3000000000002], [6698.899999999994, 766.3000000000002], [6725.0, 763.5999999999999], [6751.100000000006, 760.6999999999998], [6777.0, 757.5], [6802.700000000012, 754.0], [6824.5, 750.8000000000002], [6846.299999999988, 747.3000000000002], [6857.299999999988, 745.5], [6868.399999999994, 743.6999999999998], [6879.700000000012, 741.8000000000002], [6891.100000000006, 739.9000000000001], [6893.799999999988, 745.1999999999998], [6896.700000000012, 750.5], [6899.399999999994, 754.5], [6902.600000000006, 758.8000000000002], [6905.100000000006, 761.8000000000002], [6907.700000000012, 764.5999999999999], [6911.5, 768.0], [6915.600000000006, 771.0], [6919.200000000012, 773.0999999999999], [6922.899999999994, 775.0], [6926.899999999994, 776.5999999999999], [6930.899999999994, 777.9000000000001], [6936.600000000006, 779.4000000000001], [6940.200000000012, 780.1999999999998], [6942.399999999994, 780.6999999999998], [6950.200000000012, 781.9000000000001], [6958.0, 782.5999999999999], [6965.799999999988, 783.1999999999998], [6970.5, 783.6999999999998], [6975.100000000006, 784.1999999999998], [6984.5, 785.5], [6992.799999999988, 786.4000000000001], [7001.200000000012, 787.3000000000002], [7009.600000000006, 788.0999999999999], [7018.100000000006, 788.9000000000001], [7033.299999999988, 790.5], [7048.399999999994, 792.3000000000002], [7055.799999999988, 793.3000000000002], [7063.0, 794.1999999999998], [7069.899999999994, 795.0999999999999], [7076.5, 796.0], [7081.799999999988, 796.6999999999998], [7084.5, 797.0999999999999], [7087.299999999988, 797.4000000000001], [7090.299999999988, 797.8000000000002], [7093.5, 798.3000000000002], [7097.0, 798.8000000000002], [7100.899999999994, 799.3000000000002], [7100.700000000012, 807.6999999999998], [7100.399999999994, 816.4000000000001], [7100.0, 833.9000000000001], [7099.799999999988, 849.0999999999999], [7099.700000000012, 864.1999999999998], [7099.799999999988, 882.0999999999999], [7100.0, 889.5999999999999], [7100.299999999988, 897.1999999999998], [7101.299999999988, 912.0999999999999], [7102.399999999994, 925.0999999999999], [7103.100000000006, 931.5999999999999], [7103.799999999988, 938.1999999999998], [7104.799999999988, 947.3000000000002], [7105.799999999988, 956.5999999999999], [7106.799999999988, 965.9000000000001], [7107.700000000012, 975.0999999999999], [7108.700000000012, 984.0999999999999], [7109.600000000006, 992.6999999999998], [7110.0, 996.8000000000002], [7110.399999999994, 1000.6999999999998], [7110.799999999988, 1004.5], [7111.200000000012, 1008.0999999999999], [6933.600000000006, 1042.5], [6933.700000000012, 1043.3000000000002], [6933.799999999988, 1044.5], [6925.700000000012, 1043.6999999999998], [6917.5, 1042.9], [6900.799999999988, 1041.0], [6885.0, 1039.0]]"
L0003,s000256,M0003,"[[10337.0, 567.0], [10337.0, 527.0], [10637.0, 527.0], [10637.0, 567.0], [10337.0, 567.0]]"
L0003,s000257,M0003,"[[15173.0, 811.0], [15123.0, 811.0], [14883.700000000012, 765.7], [14872.299999999988, 753.9000000000001], [14872.299999999988, 703.9000000000001], [14873.5, 703.3], [14874.600000000006, 702.8], [14876.700000000012, 701.7], [14880.700000000012, 699.5999999999999], [14884.700000000012, 697.4000000000001], [14888.799999999988, 695.0], [14892.799999999988, 692.5999999999999], [14897.700000000012, 689.5], [14902.5, 686.4000000000001], [14904.5, 684.9000000000001], [14906.600000000006, 683.4000000000001], [14908.600000000006, 681.7], [14910.5, 680.0], [14913.899999999994, 676.5999999999999], [14916.899999999994, 672.9000000000001], [14919.799999999988, 669.3], [14921.100000000006, 667.5], [14922.299999999988, 665.8], [14923.799999999988, 665.7], [14927.700000000012, 665.0999999999999], [14930.100000000006, 664.8], [14932.299999999988, 664.5], [14934.399999999994, 664.2], [14936.399999999994, 664.0], [14940.299999999988, 663.5], [14942.700000000012, 663.3], [14945.200000000012, 663.0999999999999], [14950.5, 662.5999999999999], [14955.899999999994, 662.3], [14961.5, 662.0], [14967.200000000012, 661.8], [14973.0, 661.7], [15028.700000000012, 661.7], [15034.399999999994, 661.8], [15039.600000000006, 662.0], [15044.600000000006, 662.2], [15054.700000000012, 662.8], [15067.899999999994, 663.4000000000001], [15074.600000000006, 663.8], [15081.299999999988, 664.3], [15088.700000000012, 664.9000000000001], [15096.100000000006, 665.5999999999999], [15110.799999999988, 667.2], [15125.700000000012, 668.9000000000001], [15133.200000000012, 669.8], [15140.799999999988, 670.8], [15151.299999999988, 672.2], [15161.700000000012, 673.7], [15166.899999999994, 674.4000000000001], [15171.899999999994, 675.2], [15176.799999999988, 675.9000000000001], [15181.600000000006, 676.5999999999999], [15181.600000000006, 726.5999999999999], [15173.0, 811.0]]"
L0003,s000258,M0003,"[[13581.0, 638.0], [13587.700000000012, 636.4000000000001], [13604.399999999994, 632.3000000000002], [13621.200000000012, 628.4000000000001], [13629.5, 626.5], [13637.600000000006, 624.5999999999999], [13645.600000000006, 622.8000000000002], [13653.200000000012, 621.0999999999999], [13660.5, 619.4000000000001], [13667.399999999994, 617.8000000000002], [13679.200000000012, 655.6999999999998], [13681.100000000006, 655.3000000000002], [13682.799999999988, 655.0], [13684.399999999994, 654.5999999999999], [13685.799999999988, 654.3000000000002], [13688.299999999988, 653.8000000000002], [13690.700000000012, 653.3000000000002], [13694.100000000006, 652.5999999999999], [13697.700000000012, 651.8000000000002], [13701.5, 651.0], [13705.399999999994, 650.1999999999998], [13713.5, 648.5], [13719.200000000012, 647.3000000000002], [13721.700000000012, 646.8000000000002], [13732.100000000006, 644.5999999999999], [13742.299999999988, 642.5999999999999], [13762.299999999988, 638.6999999999998], [13785.200000000012, 634.5], [13796.799999999988, 632.5], [13808.399999999994, 630.5999999999999], [13825.700000000012, 628.0999999999999], [13835.100000000006, 626.6999999999998], [13844.600000000006, 625.5], [13858.799999999988, 623.8000000000002], [13873.0, 622.4000000000001], [13887.700000000012, 621.0999999999999], [13902.399999999994, 620.1999999999998], [13920.0, 619.4000000000001], [13937.5, 618.9000000000001], [13956.100000000006, 618.4000000000001], [13974.600000000006, 618.0999999999999], [13989.100000000006, 618.1999999999998], [14003.5, 618.4000000000001], [14024.5, 619.0], [14043.399999999994, 619.6999999999998], [14062.399999999994, 620.6999999999998], [14073.700000000012, 621.4000000000001], [14084.899999999994, 622.1999999999998], [14095.899999999994, 622.9000000000001], [14101.299999999988, 623.1999999999998], [14106.5, 623.5999999999999], [14112.399999999994, 623.9000000000001], [14118.399999999994, 624.3000000000002], [14121.600000000006, 624.4000000000001], [14124.899999999994, 624.5999999999999], [14128.299999999988, 624.8000000000002], [14132.0, 625.0], [14132.0, 635.9000000000001], [14127.899999999994, 638.5], [14124.0, 641.0], [14116.5, 645.6999999999998], [14106.0, 652.1999999999998], [14095.200000000012, 658.8000000000002], [14083.5, 665.8000000000002], [14071.700000000012, 672.5999999999999], [14061.600000000006, 678.4000000000001], [14051.5, 684.4000000000001], [14044.200000000012, 689.0999999999999], [14037.200000000012, 694.0999999999999], [14033.899999999994, 696.8000000000002], [14030.600000000006, 699.6999999999998], [14024.600000000006, 705.9000000000001], [14022.200000000012, 708.5], [14020.0, 711.1999999999998], [14018.0, 714.0999999999999], [14016.100000000006, 717.0999999999999], [14014.299999999988, 720.5], [14012.700000000012, 724.0999999999999], [14011.399999999994, 727.8000000000002], [14010.299999999988, 731.5999999999999], [14008.899999999994, 738.1999999999998], [14008.0, 744.9000000000001], [14007.5, 749.5], [14007.200000000012, 754.0999999999999], [14007.200000000012, 757.5], [14007.299999999988, 760.1999999999998], [14007.700000000012, 766.3000000000002], [14008.600000000006, 773.5999999999999], [14009.799999999988, 780.8000000000002], [14010.799999999988, 785.5], [14012.0, 790.1999999999998], [14013.200000000012, 794.8000000000002], [14014.399999999994, 799.1999999999998], [14011.799999999988, 807.1999999999998], [14008.600000000006, 806.9000000000001], [14005.700000000012, 806.5999999999999], [14002.799999999988, 806.3000000000002], [14000.200000000012, 806.0999999999999], [13995.0, 805.5999999999999], [13990.0, 805.0999999999999], [13980.700000000012, 804.1999999999998], [13971.100000000006, 803.3000000000002], [13951.5, 801.3000000000002], [13934.399999999994, 799.5999999999999], [13917.600000000006, 798.0999999999999], [13907.299999999988, 797.5], [13896.899999999994, 796.9000000000001], [13876.100000000006, 796.1999999999998], [13863.5, 796.0], [13851.0, 796.0], [13834.0, 796.1999999999998], [13817.100000000006, 796.6999999999998], [13803.299999999988, 797.0], [13789.600000000006, 797.5], [13773.0, 798.5999999999999], [13756.5, 799.9000000000001], [13737.399999999994, 801.4000000000001], [13718.399999999994, 803.0], [13686.600000000006, 806.0], [13685.200000000012, 806.1999999999998], [13663.399999999994, 808.5999999999999], [13644.899999999994, 810.9000000000001], [13630.700000000012, 812.9000000000001], [13626.5, 813.5], [13608.600000000006, 816.4000000000001], [13590.600000000006, 819.4000000000001], [13553.299999999988, 834.5], [13550.399999999994, 824.0999999999999], [13547.5, 813.8000000000002], [13541.799999999988, 793.4000000000001], [13536.100000000006, 773.3000000000002], [13530.399999999994, 753.0], [13523.799999999988, 729.6999999999998], [13517.200000000012, 706.1999999999998], [13510.600000000006, 683.0], [13507.299999999988, 671.5], [13504.100000000006, 660.0999999999999], [13507.5, 659.0], [13510.700000000012, 658.0], [13513.700000000012, 657.0999999999999], [13516.5, 656.1999999999998], [13519.100000000006, 655.3000000000002], [13521.600000000006, 654.5], [13526.200000000012, 653.0999999999999], [13530.399999999994, 651.8000000000002], [13534.5, 650.5], [13538.399999999994, 649.4000000000001], [13542.299999999988, 648.1999999999998], [13549.100000000006, 646.3000000000002], [13556.200000000012, 644.4000000000001], [13563.700000000012, 642.4000000000001], [13571.5, 640.4000000000001], [13579.5, 638.4000000000001], [13581.0, 638.0]]"
